"","Locations_to_use","left","right","xloc","yloc","xloc1","yloc1","Date","batches_per_lane","su_per_lane"
"5718","A07A04","A07","A04",45,40,9,28,"11-Jul-14",2,42
"5719","A07A04","A07","A04",45,40,9,28,"2-Sep-14",1,11
"5720","A07A04","A07","A04",45,40,9,28,"21-Jul-14",2,5
"5721","A07A04","A07","A04",45,40,9,28,"8-Aug-14",1,28
"5722","A07A04","A07","A04",45,40,9,28,"12-Jul-14",2,24
"5723","A07A04","A07","A04",45,40,9,28,"9-Sep-14",2,1
"5724","A07A04","A07","A04",45,40,9,28,"4-Sep-14",1,11
"5725","A07A04","A07","A04",45,40,9,28,"11-Aug-14",1,16
"5726","A07A04","A07","A04",45,40,9,28,"14-Jul-14",4,49
"5727","A07A04","A07","A04",45,40,9,28,"10-Aug-14",1,2
"5728","A07A04","A07","A04",45,40,9,28,"9-Jul-14",2,42
"5729","A07A04","A07","A04",45,40,9,28,"15-Aug-14",3,22
"5730","A07A04","A07","A04",45,40,9,28,"4-Jul-14",2,15
"5731","A07A04","A07","A04",45,40,9,28,"6-Aug-14",1,28
"5732","A07A04","A07","A04",45,40,9,28,"18-Jul-14",3,5
"5733","A07A04","A07","A04",45,40,9,28,"8-Jul-14",2,42
"5734","A07A04","A07","A04",45,40,9,28,"5-Jul-14",1,4
"5735","A07A04","A07","A04",45,40,9,28,"15-Sep-14",2,16
"5736","A07A04","A07","A04",45,40,9,28,"5-Aug-14",1,28
"5737","A07A04","A07","A04",45,40,9,28,"3-Jul-14",2,20
"5738","A07A04","A07","A04",45,40,9,28,"15-Jul-14",3,35
"5739","A07B01","A07","B01",45,70,10,31,"29-Aug-14",1,36
"5740","A07B01","A07","B01",45,70,10,31,"25-Aug-14",3,35
"5741","A07B01","A07","B01",45,70,10,31,"7-Aug-14",3,35
"5742","A07B01","A07","B01",45,70,10,31,"21-Aug-14",3,35
"5743","A07B01","A07","B01",45,70,10,31,"16-Jul-14",2,36
"5744","A07B01","A07","B01",45,70,10,31,"21-Jul-14",3,30
"5745","A07B01","A07","B01",45,70,10,31,"17-Jul-14",2,36
"5746","A07B01","A07","B01",45,70,10,31,"1-Sep-14",1,36
"5747","A07B01","A07","B01",45,70,10,31,"28-Aug-14",3,35
"5748","A07B01","A07","B01",45,70,10,31,"8-Sep-14",1,36
"5749","A07B01","A07","B01",45,70,10,31,"14-Jul-14",2,36
"5750","A07B01","A07","B01",45,70,10,31,"29-Jul-14",2,25
"5751","A07B01","A07","B01",45,70,10,31,"12-Jul-14",2,36
"5752","A07B01","A07","B01",45,70,10,31,"10-Jul-14",2,36
"5753","A07B01","A07","B01",45,70,10,31,"2-Sep-14",1,36
"5754","A07B01","A07","B01",45,70,10,31,"26-Aug-14",3,35
"5755","A07B01","A07","B01",45,70,10,31,"1-Aug-14",3,35
"5756","A07B01","A07","B01",45,70,10,31,"22-Jul-14",3,29
"5757","A07B01","A07","B01",45,70,10,31,"27-Aug-14",3,35
"5758","A07B01","A07","B01",45,70,10,31,"12-Aug-14",3,35
"5759","A07B01","A07","B01",45,70,10,31,"5-Sep-14",1,36
"5760","A07B01","A07","B01",45,70,10,31,"17-Sep-14",1,36
"5761","A07B01","A07","B01",45,70,10,31,"11-Aug-14",3,35
"5762","A07B01","A07","B01",45,70,10,31,"26-Jul-14",2,25
"5763","A07B01","A07","B01",45,70,10,31,"10-Aug-14",3,35
"5764","A07B01","A07","B01",45,70,10,31,"28-Jul-14",2,25
"5765","A07B01","A07","B01",45,70,10,31,"11-Jul-14",2,36
"5766","A07B01","A07","B01",45,70,10,31,"16-Aug-14",3,35
"5767","A07B01","A07","B01",45,70,10,31,"6-Aug-14",3,35
"5768","A07B01","A07","B01",45,70,10,31,"31-Jul-14",3,35
"5769","A07B01","A07","B01",45,70,10,31,"14-Aug-14",3,35
"5770","A07B01","A07","B01",45,70,10,31,"8-Aug-14",3,35
"5771","A07B01","A07","B01",45,70,10,31,"4-Sep-14",1,36
"5772","A07B01","A07","B01",45,70,10,31,"8-Jul-14",2,36
"5773","A07B01","A07","B01",45,70,10,31,"22-Aug-14",3,35
"5774","A07B01","A07","B01",45,70,10,31,"11-Sep-14",1,36
"5775","A07B01","A07","B01",45,70,10,31,"4-Jul-14",1,21
"5776","A07B01","A07","B01",45,70,10,31,"9-Jul-14",2,36
"5777","A07B01","A07","B01",45,70,10,31,"13-Aug-14",3,35
"5778","A07B01","A07","B01",45,70,10,31,"15-Sep-14",1,36
"5779","A07B01","A07","B01",45,70,10,31,"16-Sep-14",1,36
"5780","A07B01","A07","B01",45,70,10,31,"15-Aug-14",3,35
"5781","A07B01","A07","B01",45,70,10,31,"9-Aug-14",3,35
"5782","A07B01","A07","B01",45,70,10,31,"5-Jul-14",2,25
"5783","A07B01","A07","B01",45,70,10,31,"3-Jul-14",4,50
"5784","A07B01","A07","B01",45,70,10,31,"19-Sep-14",1,36
"5785","A07B01","A07","B01",45,70,10,31,"13-Sep-14",1,36
"5786","A07B01","A07","B01",45,70,10,31,"10-Sep-14",1,36
"5787","A07B01","A07","B01",45,70,10,31,"18-Aug-14",3,35
"5788","A07B01","A07","B01",45,70,10,31,"23-Aug-14",3,35
"5789","A07B01","A07","B01",45,70,10,31,"15-Jul-14",2,36
"5790","A07B01","A07","B01",45,70,10,31,"5-Aug-14",3,35
"5791","A07B01","A07","B01",45,70,10,31,"3-Sep-14",1,36
"5792","A07B01","A07","B01",45,70,10,31,"3-Aug-14",3,35
"5793","A07B01","A07","B01",45,70,10,31,"12-Sep-14",1,36
"5794","A07B01","A07","B01",45,70,10,31,"19-Aug-14",3,35
"5795","A07B01","A07","B01",45,70,10,31,"9-Sep-14",1,36
"5796","A07B01","A07","B01",45,70,10,31,"30-Jul-14",2,25
"5797","A07B01","A07","B01",45,70,10,31,"7-Jul-14",2,32
"5798","A07B01","A07","B01",45,70,10,31,"18-Jul-14",2,36
"5799","A07B01","A07","B01",45,70,10,31,"6-Sep-14",1,36
"5800","A07B02","A07","B02",45,80,10,30,"1-Sep-14",1,17
"5801","A07B02","A07","B02",45,80,10,30,"21-Aug-14",2,22
"5802","A07B02","A07","B02",45,80,10,30,"29-Jul-14",1,35
"5803","A07B02","A07","B02",45,80,10,30,"10-Jul-14",1,36
"5804","A07B02","A07","B02",45,80,10,30,"16-Jul-14",1,35
"5805","A07B02","A07","B02",45,80,10,30,"21-Jul-14",1,35
"5806","A07B02","A07","B02",45,80,10,30,"14-Jul-14",1,27
"5807","A07B02","A07","B02",45,80,10,30,"11-Aug-14",1,17
"5808","A07B02","A07","B02",45,80,10,30,"28-Aug-14",1,17
"5809","A07B02","A07","B02",45,80,10,30,"28-Jul-14",1,35
"5810","A07B02","A07","B02",45,80,10,30,"17-Jul-14",1,35
"5811","A07B02","A07","B02",45,80,10,30,"16-Aug-14",2,22
"5812","A07B02","A07","B02",45,80,10,30,"26-Jul-14",1,35
"5813","A07B02","A07","B02",45,80,10,30,"8-Aug-14",1,17
"5814","A07B02","A07","B02",45,80,10,30,"17-Sep-14",1,17
"5815","A07B02","A07","B02",45,80,10,30,"25-Aug-14",2,22
"5816","A07B02","A07","B02",45,80,10,30,"26-Aug-14",2,22
"5817","A07B02","A07","B02",45,80,10,30,"11-Sep-14",1,17
"5818","A07B02","A07","B02",45,80,10,30,"1-Aug-14",2,30
"5819","A07B02","A07","B02",45,80,10,30,"12-Jul-14",1,36
"5820","A07B02","A07","B02",45,80,10,30,"29-Aug-14",1,17
"5821","A07B02","A07","B02",45,80,10,30,"16-Sep-14",1,17
"5822","A07B02","A07","B02",45,80,10,30,"30-Jul-14",1,13
"5823","A07B02","A07","B02",45,80,10,30,"22-Jul-14",1,35
"5824","A07B02","A07","B02",45,80,10,30,"3-Sep-14",1,17
"5825","A07B02","A07","B02",45,80,10,30,"2-Sep-14",1,17
"5826","A07B02","A07","B02",45,80,10,30,"31-Jul-14",2,27
"5827","A07B02","A07","B02",45,80,10,30,"4-Sep-14",1,17
"5828","A07B02","A07","B02",45,80,10,30,"14-Aug-14",2,22
"5829","A07B02","A07","B02",45,80,10,30,"15-Sep-14",1,17
"5830","A07B02","A07","B02",45,80,10,30,"18-Aug-14",2,22
"5831","A07B02","A07","B02",45,80,10,30,"9-Jul-14",1,36
"5832","A07B02","A07","B02",45,80,10,30,"10-Aug-14",1,17
"5833","A07B02","A07","B02",45,80,10,30,"27-Aug-14",1,17
"5834","A07B02","A07","B02",45,80,10,30,"8-Jul-14",1,36
"5835","A07B02","A07","B02",45,80,10,30,"7-Aug-14",1,17
"5836","A07B02","A07","B02",45,80,10,30,"11-Jul-14",1,36
"5837","A07B02","A07","B02",45,80,10,30,"10-Sep-14",1,17
"5838","A07B02","A07","B02",45,80,10,30,"12-Aug-14",2,22
"5839","A07B02","A07","B02",45,80,10,30,"4-Jul-14",1,36
"5840","A07B02","A07","B02",45,80,10,30,"5-Jul-14",1,35
"5841","A07B02","A07","B02",45,80,10,30,"5-Sep-14",1,17
"5842","A07B02","A07","B02",45,80,10,30,"8-Sep-14",1,17
"5843","A07B02","A07","B02",45,80,10,30,"3-Jul-14",2,71
"5844","A07B02","A07","B02",45,80,10,30,"15-Jul-14",1,35
"5845","A07B02","A07","B02",45,80,10,30,"22-Aug-14",2,22
"5846","A07B02","A07","B02",45,80,10,30,"15-Aug-14",2,22
"5847","A07B02","A07","B02",45,80,10,30,"3-Aug-14",2,30
"5848","A07B02","A07","B02",45,80,10,30,"5-Aug-14",2,30
"5849","A07B02","A07","B02",45,80,10,30,"13-Aug-14",2,22
"5850","A07B02","A07","B02",45,80,10,30,"19-Sep-14",1,17
"5851","A07B02","A07","B02",45,80,10,30,"23-Aug-14",2,22
"5852","A07B02","A07","B02",45,80,10,30,"6-Aug-14",2,30
"5853","A07B02","A07","B02",45,80,10,30,"9-Aug-14",1,17
"5854","A07B02","A07","B02",45,80,10,30,"13-Sep-14",1,17
"5855","A07B02","A07","B02",45,80,10,30,"6-Sep-14",1,17
"5856","A07B02","A07","B02",45,80,10,30,"12-Sep-14",1,17
"5857","A07B02","A07","B02",45,80,10,30,"19-Aug-14",2,22
"5858","A07B02","A07","B02",45,80,10,30,"7-Jul-14",1,36
"5859","A07B02","A07","B02",45,80,10,30,"9-Sep-14",1,17
"5860","A07B02","A07","B02",45,80,10,30,"18-Jul-14",1,35
"5861","A07B03","A07","B03",45,90,10,29,"21-Aug-14",2,25
"5862","A07B03","A07","B03",45,90,10,29,"26-Jul-14",2,28
"5863","A07B03","A07","B03",45,90,10,29,"29-Jul-14",2,28
"5864","A07B03","A07","B03",45,90,10,29,"21-Jul-14",2,28
"5865","A07B03","A07","B03",45,90,10,29,"28-Jul-14",2,28
"5866","A07B03","A07","B03",45,90,10,29,"1-Aug-14",3,32
"5867","A07B03","A07","B03",45,90,10,29,"14-Jul-14",2,28
"5868","A07B03","A07","B03",45,90,10,29,"27-Aug-14",2,25
"5869","A07B03","A07","B03",45,90,10,29,"17-Sep-14",1,21
"5870","A07B03","A07","B03",45,90,10,29,"16-Jul-14",2,28
"5871","A07B03","A07","B03",45,90,10,29,"22-Jul-14",2,28
"5872","A07B03","A07","B03",45,90,10,29,"8-Aug-14",2,25
"5873","A07B03","A07","B03",45,90,10,29,"25-Aug-14",2,25
"5874","A07B03","A07","B03",45,90,10,29,"31-Jul-14",3,32
"5875","A07B03","A07","B03",45,90,10,29,"2-Sep-14",1,21
"5876","A07B03","A07","B03",45,90,10,29,"12-Aug-14",2,25
"5877","A07B03","A07","B03",45,90,10,29,"12-Jul-14",2,28
"5878","A07B03","A07","B03",45,90,10,29,"11-Sep-14",1,21
"5879","A07B03","A07","B03",45,90,10,29,"26-Aug-14",2,25
"5880","A07B03","A07","B03",45,90,10,29,"17-Jul-14",2,28
"5881","A07B03","A07","B03",45,90,10,29,"30-Jul-14",3,32
"5882","A07B03","A07","B03",45,90,10,29,"14-Aug-14",2,25
"5883","A07B03","A07","B03",45,90,10,29,"11-Aug-14",2,25
"5884","A07B03","A07","B03",45,90,10,29,"4-Jul-14",1,21
"5885","A07B03","A07","B03",45,90,10,29,"8-Jul-14",2,28
"5886","A07B03","A07","B03",45,90,10,29,"10-Aug-14",2,25
"5887","A07B03","A07","B03",45,90,10,29,"15-Aug-14",2,25
"5888","A07B03","A07","B03",45,90,10,29,"29-Aug-14",1,21
"5889","A07B03","A07","B03",45,90,10,29,"9-Jul-14",2,28
"5890","A07B03","A07","B03",45,90,10,29,"11-Jul-14",2,28
"5891","A07B03","A07","B03",45,90,10,29,"16-Aug-14",2,25
"5892","A07B03","A07","B03",45,90,10,29,"10-Jul-14",2,28
"5893","A07B03","A07","B03",45,90,10,29,"5-Aug-14",2,25
"5894","A07B03","A07","B03",45,90,10,29,"8-Sep-14",1,21
"5895","A07B03","A07","B03",45,90,10,29,"16-Sep-14",1,21
"5896","A07B03","A07","B03",45,90,10,29,"3-Jul-14",2,28
"5897","A07B03","A07","B03",45,90,10,29,"6-Aug-14",2,25
"5898","A07B03","A07","B03",45,90,10,29,"5-Jul-14",2,28
"5899","A07B03","A07","B03",45,90,10,29,"22-Aug-14",2,25
"5900","A07B03","A07","B03",45,90,10,29,"18-Jul-14",2,28
"5901","A07B03","A07","B03",45,90,10,29,"18-Aug-14",2,25
"5902","A07B03","A07","B03",45,90,10,29,"13-Aug-14",2,25
"5903","A07B03","A07","B03",45,90,10,29,"15-Jul-14",2,28
"5904","A07B03","A07","B03",45,90,10,29,"6-Sep-14",1,21
"5905","A07B03","A07","B03",45,90,10,29,"5-Sep-14",1,21
"5906","A07B03","A07","B03",45,90,10,29,"28-Aug-14",1,21
"5907","A07B03","A07","B03",45,90,10,29,"9-Aug-14",2,25
"5908","A07B03","A07","B03",45,90,10,29,"3-Sep-14",1,21
"5909","A07B03","A07","B03",45,90,10,29,"12-Sep-14",1,21
"5910","A07B03","A07","B03",45,90,10,29,"19-Aug-14",2,25
"5911","A07B03","A07","B03",45,90,10,29,"23-Aug-14",2,25
"5912","A07B03","A07","B03",45,90,10,29,"7-Jul-14",1,21
"5913","A07B03","A07","B03",45,90,10,29,"15-Sep-14",1,21
"5914","A07B03","A07","B03",45,90,10,29,"10-Sep-14",1,21
"5915","A07B03","A07","B03",45,90,10,29,"4-Sep-14",1,21
"5916","A07B03","A07","B03",45,90,10,29,"7-Aug-14",2,25
"5917","A07B03","A07","B03",45,90,10,29,"3-Aug-14",3,29
"5918","A07B03","A07","B03",45,90,10,29,"13-Sep-14",1,21
"5919","A07B03","A07","B03",45,90,10,29,"9-Sep-14",1,21
"5920","A07B03","A07","B03",45,90,10,29,"1-Sep-14",1,21
"5921","A07B04","A07","B04",45,100,10,28,"21-Jul-14",1,36
"5922","A07B04","A07","B04",45,100,10,28,"22-Jul-14",1,36
"5923","A07B04","A07","B04",45,100,10,28,"27-Aug-14",1,14
"5924","A07B04","A07","B04",45,100,10,28,"31-Jul-14",1,36
"5925","A07B04","A07","B04",45,100,10,28,"2-Sep-14",1,30
"5926","A07B04","A07","B04",45,100,10,28,"29-Jul-14",1,31
"5927","A07B04","A07","B04",45,100,10,28,"1-Aug-14",1,36
"5928","A07B04","A07","B04",45,100,10,28,"15-Aug-14",1,36
"5929","A07B04","A07","B04",45,100,10,28,"11-Sep-14",1,30
"5930","A07B04","A07","B04",45,100,10,28,"9-Aug-14",1,36
"5931","A07B04","A07","B04",45,100,10,28,"17-Sep-14",1,30
"5932","A07B04","A07","B04",45,100,10,28,"26-Aug-14",1,14
"5933","A07B04","A07","B04",45,100,10,28,"11-Aug-14",1,36
"5934","A07B04","A07","B04",45,100,10,28,"9-Jul-14",2,34
"5935","A07B04","A07","B04",45,100,10,28,"16-Aug-14",1,36
"5936","A07B04","A07","B04",45,100,10,28,"16-Sep-14",1,30
"5937","A07B04","A07","B04",45,100,10,28,"8-Aug-14",1,36
"5938","A07B04","A07","B04",45,100,10,28,"6-Aug-14",1,36
"5939","A07B04","A07","B04",45,100,10,28,"5-Jul-14",1,36
"5940","A07B04","A07","B04",45,100,10,28,"6-Sep-14",1,30
"5941","A07B04","A07","B04",45,100,10,28,"3-Jul-14",3,70
"5942","A07B04","A07","B04",45,100,10,28,"12-Aug-14",1,36
"5943","A07B04","A07","B04",45,100,10,28,"4-Jul-14",2,34
"5944","A07B04","A07","B04",45,100,10,28,"12-Jul-14",1,8
"5945","A07B04","A07","B04",45,100,10,28,"18-Jul-14",1,36
"5946","A07B04","A07","B04",45,100,10,28,"13-Aug-14",1,36
"5947","A07B04","A07","B04",45,100,10,28,"5-Aug-14",1,36
"5948","A07B04","A07","B04",45,100,10,28,"14-Aug-14",1,36
"5949","A07B04","A07","B04",45,100,10,28,"19-Sep-14",1,30
"5950","A07B04","A07","B04",45,100,10,28,"8-Sep-14",1,30
"5951","A07B04","A07","B04",45,100,10,28,"25-Aug-14",1,14
"5952","A07B04","A07","B04",45,100,10,28,"7-Jul-14",2,34
"5953","A07B04","A07","B04",45,100,10,28,"11-Jul-14",2,34
"5954","A07B04","A07","B04",45,100,10,28,"10-Aug-14",1,36
"5955","A07B04","A07","B04",45,100,10,28,"4-Sep-14",1,30
"5956","A07B04","A07","B04",45,100,10,28,"15-Jul-14",1,36
"5957","A07B04","A07","B04",45,100,10,28,"30-Jul-14",1,36
"5958","A07B04","A07","B04",45,100,10,28,"13-Sep-14",1,30
"5959","A07B04","A07","B04",45,100,10,28,"10-Sep-14",1,30
"5960","A07B04","A07","B04",45,100,10,28,"3-Sep-14",1,30
"5961","A07B04","A07","B04",45,100,10,28,"16-Jul-14",1,36
"5962","A07B04","A07","B04",45,100,10,28,"17-Jul-14",1,36
"5963","A07B04","A07","B04",45,100,10,28,"12-Sep-14",1,30
"5964","A07B04","A07","B04",45,100,10,28,"10-Jul-14",2,34
"5965","A07B04","A07","B04",45,100,10,28,"8-Jul-14",2,34
"5966","A07B04","A07","B04",45,100,10,28,"19-Aug-14",1,14
"5967","A07B04","A07","B04",45,100,10,28,"9-Sep-14",1,1
"5968","A07B04","A07","B04",45,100,10,28,"22-Aug-14",1,14
"5969","A07B04","A07","B04",45,100,10,28,"21-Aug-14",1,14
"5970","A07B04","A07","B04",45,100,10,28,"18-Aug-14",1,14
"5971","A07B04","A07","B04",45,100,10,28,"15-Sep-14",1,30
"5972","A07B04","A07","B04",45,100,10,28,"5-Sep-14",1,30
"5973","A07B04","A07","B04",45,100,10,28,"23-Aug-14",1,14
"5974","A07B04","A07","B04",45,100,10,28,"3-Aug-14",1,36
"5975","A07B04","A07","B04",45,100,10,28,"1-Sep-14",1,30
"5976","A07B04","A07","B04",45,100,10,28,"7-Aug-14",1,36
"5977","A07C01","A07","C01",45,130,11,31,"29-Jul-14",1,2
"5978","A07C01","A07","C01",45,130,11,31,"11-Aug-14",1,2
"5979","A07C01","A07","C01",45,130,11,31,"31-Jul-14",1,2
"5980","A07C01","A07","C01",45,130,11,31,"16-Jul-14",1,14
"5981","A07C01","A07","C01",45,130,11,31,"21-Jul-14",1,14
"5982","A07C01","A07","C01",45,130,11,31,"11-Sep-14",1,31
"5983","A07C01","A07","C01",45,130,11,31,"8-Jul-14",2,30
"5984","A07C01","A07","C01",45,130,11,31,"22-Jul-14",1,3
"5985","A07C01","A07","C01",45,130,11,31,"14-Jul-14",1,28
"5986","A07C01","A07","C01",45,130,11,31,"26-Jul-14",1,2
"5987","A07C01","A07","C01",45,130,11,31,"6-Aug-14",1,2
"5988","A07C01","A07","C01",45,130,11,31,"5-Aug-14",1,2
"5989","A07C01","A07","C01",45,130,11,31,"7-Jul-14",2,30
"5990","A07C01","A07","C01",45,130,11,31,"17-Sep-14",1,31
"5991","A07C01","A07","C01",45,130,11,31,"10-Jul-14",2,30
"5992","A07C01","A07","C01",45,130,11,31,"11-Jul-14",2,30
"5993","A07C01","A07","C01",45,130,11,31,"15-Aug-14",1,2
"5994","A07C01","A07","C01",45,130,11,31,"3-Jul-14",2,30
"5995","A07C01","A07","C01",45,130,11,31,"10-Aug-14",1,2
"5996","A07C01","A07","C01",45,130,11,31,"9-Aug-14",1,2
"5997","A07C01","A07","C01",45,130,11,31,"30-Jul-14",1,2
"5998","A07C01","A07","C01",45,130,11,31,"12-Jul-14",1,28
"5999","A07C01","A07","C01",45,130,11,31,"28-Jul-14",1,2
"6000","A07C01","A07","C01",45,130,11,31,"15-Jul-14",1,15
"6001","A07C01","A07","C01",45,130,11,31,"12-Sep-14",1,31
"6002","A07C01","A07","C01",45,130,11,31,"16-Sep-14",1,31
"6003","A07C01","A07","C01",45,130,11,31,"16-Aug-14",1,2
"6004","A07C01","A07","C01",45,130,11,31,"9-Jul-14",2,30
"6005","A07C01","A07","C01",45,130,11,31,"8-Aug-14",1,2
"6006","A07C01","A07","C01",45,130,11,31,"18-Jul-14",1,14
"6007","A07C01","A07","C01",45,130,11,31,"5-Jul-14",1,2
"6008","A07C01","A07","C01",45,130,11,31,"3-Aug-14",1,2
"6009","A07C01","A07","C01",45,130,11,31,"7-Aug-14",1,2
"6010","A07C01","A07","C01",45,130,11,31,"13-Sep-14",1,31
"6011","A07C01","A07","C01",45,130,11,31,"12-Aug-14",1,2
"6012","A07C01","A07","C01",45,130,11,31,"1-Aug-14",1,2
"6013","A07C01","A07","C01",45,130,11,31,"4-Jul-14",2,30
"6014","A07C01","A07","C01",45,130,11,31,"18-Aug-14",1,2
"6015","A07C01","A07","C01",45,130,11,31,"14-Aug-14",1,2
"6016","A07C01","A07","C01",45,130,11,31,"19-Sep-14",1,31
"6017","A07C01","A07","C01",45,130,11,31,"13-Aug-14",1,2
"6018","A07C01","A07","C01",45,130,11,31,"10-Sep-14",1,1
"6019","A07C01","A07","C01",45,130,11,31,"17-Jul-14",1,14
"6020","A07C01","A07","C01",45,130,11,31,"15-Sep-14",1,31
"6021","A07C02","A07","C02",45,140,11,30,"10-Jul-14",1,23
"6022","A07C02","A07","C02",45,140,11,30,"29-Jul-14",1,23
"6023","A07C02","A07","C02",45,140,11,30,"26-Jul-14",1,23
"6024","A07C02","A07","C02",45,140,11,30,"16-Aug-14",1,20
"6025","A07C02","A07","C02",45,140,11,30,"25-Aug-14",1,20
"6026","A07C02","A07","C02",45,140,11,30,"11-Sep-14",1,20
"6027","A07C02","A07","C02",45,140,11,30,"3-Jul-14",2,27
"6028","A07C02","A07","C02",45,140,11,30,"11-Jul-14",1,23
"6029","A07C02","A07","C02",45,140,11,30,"21-Jul-14",1,23
"6030","A07C02","A07","C02",45,140,11,30,"29-Aug-14",1,20
"6031","A07C02","A07","C02",45,140,11,30,"28-Aug-14",1,20
"6032","A07C02","A07","C02",45,140,11,30,"6-Aug-14",1,20
"6033","A07C02","A07","C02",45,140,11,30,"15-Jul-14",1,23
"6034","A07C02","A07","C02",45,140,11,30,"18-Jul-14",1,23
"6035","A07C02","A07","C02",45,140,11,30,"22-Jul-14",1,23
"6036","A07C02","A07","C02",45,140,11,30,"17-Sep-14",1,16
"6037","A07C02","A07","C02",45,140,11,30,"12-Sep-14",1,20
"6038","A07C02","A07","C02",45,140,11,30,"28-Jul-14",1,23
"6039","A07C02","A07","C02",45,140,11,30,"23-Aug-14",1,20
"6040","A07C02","A07","C02",45,140,11,30,"10-Aug-14",1,20
"6041","A07C02","A07","C02",45,140,11,30,"1-Aug-14",1,20
"6042","A07C02","A07","C02",45,140,11,30,"4-Sep-14",1,20
"6043","A07C02","A07","C02",45,140,11,30,"11-Aug-14",1,20
"6044","A07C02","A07","C02",45,140,11,30,"12-Jul-14",1,23
"6045","A07C02","A07","C02",45,140,11,30,"12-Aug-14",1,20
"6046","A07C02","A07","C02",45,140,11,30,"26-Aug-14",1,20
"6047","A07C02","A07","C02",45,140,11,30,"13-Sep-14",1,20
"6048","A07C02","A07","C02",45,140,11,30,"30-Jul-14",1,21
"6049","A07C02","A07","C02",45,140,11,30,"16-Jul-14",1,23
"6050","A07C02","A07","C02",45,140,11,30,"5-Sep-14",1,20
"6051","A07C02","A07","C02",45,140,11,30,"5-Aug-14",1,20
"6052","A07C02","A07","C02",45,140,11,30,"1-Sep-14",1,20
"6053","A07C02","A07","C02",45,140,11,30,"2-Sep-14",1,20
"6054","A07C02","A07","C02",45,140,11,30,"17-Jul-14",1,23
"6055","A07C02","A07","C02",45,140,11,30,"5-Jul-14",1,23
"6056","A07C02","A07","C02",45,140,11,30,"8-Aug-14",1,20
"6057","A07C02","A07","C02",45,140,11,30,"31-Jul-14",1,20
"6058","A07C02","A07","C02",45,140,11,30,"14-Aug-14",1,20
"6059","A07C02","A07","C02",45,140,11,30,"4-Jul-14",1,4
"6060","A07C02","A07","C02",45,140,11,30,"19-Sep-14",1,16
"6061","A07C02","A07","C02",45,140,11,30,"27-Aug-14",1,20
"6062","A07C02","A07","C02",45,140,11,30,"13-Aug-14",1,20
"6063","A07C02","A07","C02",45,140,11,30,"15-Aug-14",1,20
"6064","A07C02","A07","C02",45,140,11,30,"16-Sep-14",1,20
"6065","A07C02","A07","C02",45,140,11,30,"21-Aug-14",1,20
"6066","A07C02","A07","C02",45,140,11,30,"10-Sep-14",1,20
"6067","A07C02","A07","C02",45,140,11,30,"8-Sep-14",1,20
"6068","A07C02","A07","C02",45,140,11,30,"22-Aug-14",1,20
"6069","A07C02","A07","C02",45,140,11,30,"9-Aug-14",1,20
"6070","A07C02","A07","C02",45,140,11,30,"14-Jul-14",1,23
"6071","A07C02","A07","C02",45,140,11,30,"19-Aug-14",1,20
"6072","A07C02","A07","C02",45,140,11,30,"15-Sep-14",1,20
"6073","A07C02","A07","C02",45,140,11,30,"18-Aug-14",1,20
"6074","A07C02","A07","C02",45,140,11,30,"7-Aug-14",1,20
"6075","A07C02","A07","C02",45,140,11,30,"9-Sep-14",1,20
"6076","A07C02","A07","C02",45,140,11,30,"3-Aug-14",1,20
"6077","A07C02","A07","C02",45,140,11,30,"3-Sep-14",1,20
"6078","A07C02","A07","C02",45,140,11,30,"6-Sep-14",1,20
"6079","A07C03","A07","C03",45,150,11,29,"10-Jul-14",1,3
"6080","A07C03","A07","C03",45,150,11,29,"1-Aug-14",2,29
"6081","A07C03","A07","C03",45,150,11,29,"26-Jul-14",2,29
"6082","A07C03","A07","C03",45,150,11,29,"16-Aug-14",1,16
"6083","A07C03","A07","C03",45,150,11,29,"11-Jul-14",1,3
"6084","A07C03","A07","C03",45,150,11,29,"21-Jul-14",2,29
"6085","A07C03","A07","C03",45,150,11,29,"30-Jul-14",2,29
"6086","A07C03","A07","C03",45,150,11,29,"6-Aug-14",2,29
"6087","A07C03","A07","C03",45,150,11,29,"17-Sep-14",1,24
"6088","A07C03","A07","C03",45,150,11,29,"9-Jul-14",1,3
"6089","A07C03","A07","C03",45,150,11,29,"29-Jul-14",2,29
"6090","A07C03","A07","C03",45,150,11,29,"5-Jul-14",2,29
"6091","A07C03","A07","C03",45,150,11,29,"4-Jul-14",1,8
"6092","A07C03","A07","C03",45,150,11,29,"22-Jul-14",2,29
"6093","A07C03","A07","C03",45,150,11,29,"12-Aug-14",1,16
"6094","A07C03","A07","C03",45,150,11,29,"7-Aug-14",2,14
"6095","A07C03","A07","C03",45,150,11,29,"15-Aug-14",1,16
"6096","A07C03","A07","C03",45,150,11,29,"28-Jul-14",2,29
"6097","A07C03","A07","C03",45,150,11,29,"5-Aug-14",2,29
"6098","A07C03","A07","C03",45,150,11,29,"8-Jul-14",1,3
"6099","A07C03","A07","C03",45,150,11,29,"12-Jul-14",1,3
"6100","A07C03","A07","C03",45,150,11,29,"31-Jul-14",2,29
"6101","A07C03","A07","C03",45,150,11,29,"15-Sep-14",1,24
"6102","A07C03","A07","C03",45,150,11,29,"14-Aug-14",1,16
"6103","A07C03","A07","C03",45,150,11,29,"7-Jul-14",1,3
"6104","A07C03","A07","C03",45,150,11,29,"19-Aug-14",1,16
